City,Cloudiness,Country,timestamp,Humidity,Lat,Lng,MaxTemp,WindSpeed,absLat
sydney mines,90,CA,1570052915,81,46.24,-60.22,48,18.34,46.24
tabas,0,IR,1570051609,20,33.6,56.92,82.4,6.93,33.6
tabou,23,CI,1570047525,95,4.42,-7.36,74.38,3.85,4.42
taganak,75,PH,1570051584,94,6.08,118.3,73.4,5.82,6.08
tahoua,0,NE,1570052857,66,14.89,5.26,84.2,4.7,14.89
taksimo,5,RU,1570047529,62,56.36,114.84,21.72,2.73,56.36
talaja,0,IN,1570052865,89,21.35,72.04,77.25,7.2,21.35
talakan,100,RU,1570047568,69,50.29,130.28,33.56,8.77,50.29
talas,0,KG,1570050789,64,42.52,72.24,43.98,1.5,42.52
talcahuano,40,CL,1570051517,71,-36.72,-73.12,53.6,17.22,36.72
talnakh,75,RU,1570050792,94,69.49,88.39,33.8,4.47,69.49
talpa,20,MX,1570050948,41,28.83,-111.63,91.99,4.7,28.83
taltal,0,CL,1570050680,69,-25.41,-70.49,57.95,7.87,25.41
tam ky,20,VN,1570052867,83,15.57,108.48,78.8,1.12,15.57
tamandare,78,BR,1570051016,46,-8.28,-70.75,89.2,2.8,8.28
tamasane,0,BW,1570047596,72,-22.42,27.4,55.92,9.37,22.42
tambo,75,PE,1570050987,59,-12.95,-74.02,64.4,3.36,12.95
tamiahua,28,MX,1570047592,69,21.28,-97.45,83.65,8.75,21.28
tamworth,0,AU,1570047562,70,-31.09,150.93,46.4,4.85,31.09
tandil,0,AR,1570047597,41,-37.33,-59.14,59,7,37.33
tanete,70,ID,1570051537,82,-3.94,119.78,79.14,16.17,3.94
taoudenni,0,ML,1570050963,8,22.68,-3.98,94.09,7.23,22.68
tarakan,12,ID,1570050938,87,3.3,117.63,76.11,5.28,3.3
tarnogskiy gorodok,61,RU,1570052925,97,60.5,43.58,39.95,5.28,60.5
tasiilaq,100,GL,1570050677,73,65.61,-37.64,39.2,34.45,65.61
tastur,40,TN,1570047613,73,36.55,9.44,71.6,9.17,36.55
tateyama,100,JP,1570050801,96,36.66,137.31,70,3.71,36.66
tautira,20,PF,1570050753,61,-17.73,-149.15,82.4,8.05,17.73
tayu,75,JP,1570051021,73,35.06,136.67,77,11.41,35.06
tazovskiy,100,RU,1570047619,97,67.47,78.7,39.28,15.59,67.47
tchollire,100,CM,1570047563,88,8.4,14.17,73.27,3,8.4
te anau,89,NZ,1570050708,76,-45.41,167.72,38.24,1.23,45.41
tecoanapa,75,MX,1570050995,74,16.99,-99.26,86,9.17,16.99
tecuala,41,MX,1570052950,58,22.4,-105.46,87.83,9.64,22.4
teguise,0,ES,1570051018,83,29.06,-13.56,75.2,16.11,29.06
telemaco borba,62,BR,1570050790,43,-24.32,-50.62,81.85,1.05,24.32
tenabo,40,MX,1570051606,70,20.04,-90.23,86,11.41,20.04
terney,100,RU,1570050793,87,45.05,136.61,57.48,4.23,45.05
terra nova,75,BR,1570051573,88,-12.41,-38.62,69.8,14.99,12.41
tessalit,0,ML,1570050943,9,20.2,1.01,91.47,7.34,20.2
tete,90,MZ,1570051519,78,-16.16,33.59,71.6,11.41,16.16
tevaitoa,93,PF,1570050978,77,-16.78,-151.5,76.71,16.44,16.78
teya,75,MX,1570047503,62,21.05,-89.07,89.6,6.93,21.05
tezu,7,IN,1570047621,83,27.93,96.16,68.93,2.53,27.93
the pas,20,CA,1570051011,45,53.82,-101.24,48.2,3.36,53.82
the valley,20,AI,1570050995,66,18.22,-63.06,86,6.93,18.22
thinadhoo,97,MV,1570050987,80,0.53,72.93,82.39,15.14,0.53
thoen,22,TH,1570047597,98,17.61,99.22,70.12,1.99,17.61
thompson,5,CA,1570050443,39,55.74,-97.86,48.2,10.29,55.74
three hills,20,CA,1570050730,52,51.7,-113.27,46.4,6.93,51.7
thunder bay,75,CA,1570050835,61,48.41,-89.26,51.01,12.75,48.41
tianpeng,0,CN,1570047528,50,28.88,112.34,71.29,1.63,28.88
tiarei,20,PF,1570051008,61,-17.53,-149.33,82.4,8.05,17.53
tieling,0,CN,1570051544,83,42.29,123.84,58.96,14.45,42.29
tigil,95,RU,1570050779,90,57.8,158.67,39.36,12.53,57.8
tigzirt,0,DZ,1570047541,83,36.57,4.2,59.37,3.76,36.57
tikrit,15,IQ,1570051621,20,34.62,43.68,86.68,8.25,34.62
tiksi,99,RU,1570050680,92,71.64,128.87,27.15,22.77,71.64
tilichiki,100,RU,1570050725,99,60.47,166.1,34.14,7.23,60.47
timberlake,40,US,1570050730,44,32.26,-81.31,93.2,5.82,32.26
timiryazevskoye,0,RU,1570052862,74,56.49,84.88,39,11.18,56.49
timizart,0,DZ,1570052848,67,36.8,4.25,71.83,5.99,36.8
tire,0,TR,1570051034,72,38.09,27.73,62.6,2.24,38.09
tirumullaivasal,0,IN,1570051521,87,11.24,79.84,77.88,4.38,11.24
tiznit,0,MA,1570050784,71,29.7,-9.73,72.22,31.74,29.7
toamasina,40,MG,1570050739,94,-18.17,49.38,73.4,1.14,18.17
toccoa,1,US,1570047501,27,34.58,-83.33,98.6,4.7,34.58
tocopilla,92,CL,1570050788,84,-22.09,-70.2,58.54,16.49,22.09
togur,62,RU,1570051016,81,58.36,82.83,39.5,10.87,58.36
tomatlan,73,MX,1570052959,75,19.93,-105.25,82.11,3.58,19.93
tombouctou,100,ML,1570051624,30,16.77,-3.01,94.81,15.43,16.77
tomigusuku,40,JP,1570050783,83,26.18,127.67,80.6,4.7,26.18
tommot,100,RU,1570047576,85,58.97,126.27,27.48,8.72,58.97
tonantins,100,BR,1570051552,48,-2.86,-67.77,91.93,2.71,2.86
torbay,90,CA,1570050538,80,47.66,-52.73,44.01,12.75,47.66
torres,92,BR,1570051338,86,-29.34,-49.73,70.87,4.16,29.34
tortosa,0,ES,1570051616,49,40.81,0.52,69.8,12.75,40.81
totness,1,US,1570052896,41,33.74,-80.8,96.01,3.89,33.74
tottori,100,JP,1570047410,81,35.5,134.23,71.63,13.15,35.5
touros,0,BR,1570050782,61,-5.2,-35.46,80.6,11.41,5.2
toyooka,100,JP,1570050768,88,35.55,134.82,66.18,8.14,35.55
trairi,9,BR,1570051031,65,-3.28,-39.27,76.42,6.02,3.28
trapani,20,IT,1570052906,65,38.02,12.54,77,9.17,38.02
trelew,33,AR,1570050948,20,-43.25,-65.31,55.65,9.1,43.25
trincomalee,4,LK,1570047624,89,8.58,81.23,75.19,2.35,8.58
trinidad,40,BO,1570047629,55,-14.83,-64.9,89.6,3.36,14.83
trojes,20,AL,1570052963,88,41.76,19.96,66.2,4.7,41.76
tromso,20,NO,1570050687,74,69.65,18.96,33.8,6.93,69.65
trunovskoye,0,RU,1570050938,87,45.48,42.14,53.6,6.71,45.48
tshikapa,0,CD,1570050962,74,-6.42,20.79,69.09,1.19,6.42
tsiroanomandidy,100,MG,1570047584,71,-18.77,46.05,71.18,2.86,18.77
tsogni,94,GA,1570051550,80,-2.79,10.1,76.4,8.57,2.79
tsumeb,0,NA,1570051023,7,-19.25,17.72,66.93,7.54,19.25
tual,96,ID,1570052825,83,-5.67,132.75,79.37,12.86,5.67
tuatapere,100,NZ,1570050736,92,-46.13,167.69,44.01,4,46.13
tucuman,0,PE,1570052816,48,-17.17,-70.89,62.25,9.24,17.17
tucumcari,1,US,1570047558,36,35.17,-103.73,82.99,14.99,35.17
tuktoyaktuk,75,CA,1570050741,100,69.44,-133.03,39.2,10.29,69.44
tulle,20,FR,1570051618,100,45.27,1.77,54,2.24,45.27
tulum,75,MX,1570050924,78,20.21,-87.46,84.99,6.93,20.21
tumut,0,AU,1570050788,66,-35.3,148.22,55.34,3.4,35.3
tura,100,RU,1570050929,98,64.27,100.22,32.95,5.39,64.27
turayf,0,SA,1570047604,38,31.68,38.65,75.2,5.82,31.68
turinsk,100,RU,1570047560,83,58.04,63.7,48.23,11.92,58.04
turukhansk,99,RU,1570047613,98,65.8,87.96,37.77,6.42,65.8
tutoia,52,BR,1570052867,70,-2.76,-42.27,78.72,8.7,2.76
tuy hoa,56,VN,1570050932,97,13.08,109.3,70.14,2.17,13.08
twentynine palms,1,US,1570050711,9,34.14,-116.05,89.6,6.53,34.14
tyler,75,US,1570047489,41,32.35,-95.3,96.01,8.05,32.35
tymovskoye,100,RU,1570052916,98,50.85,142.66,33.38,11.34,50.85
tynda,0,RU,1570052943,70,55.15,124.74,22.76,3.65,55.15
tyrma,39,RU,1570052928,94,50.04,132.17,37.18,3.24,50.04
tyup,100,KG,1570051565,93,42.73,78.36,27.21,2.89,42.73
udachnyy,75,RU,1570052842,100,66.42,112.4,21.2,4.47,66.42
uddevalla,100,SE,1570051006,87,58.35,11.94,45,8.05,58.35
ufa,40,RU,1570051034,46,54.73,55.95,53.6,11.18,54.73
ulaanbaatar,75,MN,1570051555,80,47.92,106.92,30.2,8.95,47.92
ulaangom,0,MN,1570050997,46,49.98,92.07,27.76,0.09,49.98
ulagan,0,RU,1570051589,68,50.63,87.96,17.94,4.05,50.63
ulladulla,0,AU,1570052910,48,-35.36,150.48,63,12.75,35.36
ullapool,33,GB,1570052900,91,57.9,-5.16,43,1.01,57.9
umm kaddadah,90,SD,1570050958,60,13.6,26.69,80.16,15.64,13.6
umm lajj,0,SA,1570050753,78,25.02,37.27,83.04,9.42,25.02
umreth,20,IN,1570050760,94,22.7,73.11,80.6,4.7,22.7
upernavik,0,GL,1570050447,71,72.79,-56.15,37.05,11.48,72.79
upington,0,ZA,1570050749,13,-28.46,21.24,68,8.05,28.46
ursulo galvan,20,MX,1570050716,56,20.6,-97.44,93.2,9.17,20.6
ushuaia,75,AR,1570050674,70,-54.81,-68.31,44.6,19.46,54.81
usinsk,63,RU,1570050721,83,66,57.56,40.18,14.12,66
usogorsk,23,RU,1570047600,97,63.43,48.71,36.98,4.72,63.43
ust-ishim,62,RU,1570052945,75,57.69,71.17,42.2,10.89,57.69
ust-kan,0,RU,1570047619,40,50.93,84.77,25.44,3.38,50.93
ust-kuyga,100,RU,1570050719,88,70,135.55,25.06,13.24,70
ust-maya,0,RU,1570050695,78,60.42,134.54,23.88,5.59,60.42
ust-nera,96,RU,1570047596,74,64.57,143.24,8.07,2.75,64.57
ust-omchug,89,RU,1570050920,98,61.13,149.63,9.94,3.58,61.13
ust-tarka,0,RU,1570050998,66,55.56,75.71,39.97,10.38,55.56
ust-tsilma,100,RU,1570050945,96,65.44,52.15,40.54,3,65.44
utica,90,US,1570047516,87,43.1,-75.23,61,6.93,43.1
utmanzai,40,PK,1570050719,64,34.19,71.76,71.6,4.7,34.19
uttaradit,89,TH,1570051542,92,17.63,100.1,74.44,2.13,17.63
uyo,100,NG,1570050526,95,5.03,7.92,72.35,1.97,5.03
vaini,31,IN,1570050443,94,15.34,74.49,74.67,1.66,15.34
valdosta,20,US,1570051606,41,30.83,-83.28,91.4,8.05,30.83
valladolid,32,ES,1570050694,60,41.65,-4.73,59,13.87,41.65
valle hermoso,75,MX,1570051538,62,25.67,-97.82,91.4,8.05,25.67
vallenar,94,CL,1570047606,30,-28.58,-70.76,66.28,8.3,28.58
valleyview,0,CA,1570051008,61,55.07,-117.28,55.3,4.85,55.07
valparaiso,40,US,1570050793,83,41.47,-87.06,78.01,8.05,41.47
vangaindrano,99,MG,1570050740,96,-23.35,47.6,69.33,4.05,23.35
vanimo,98,PG,1570050461,76,-2.67,141.3,80.72,3.83,2.67
vao,100,EE,1570050771,75,59.1,26.19,44.81,5.28,59.1
vardo,1,US,1570047356,38,39.62,-77.74,93.2,10.29,39.62
varena,90,LT,1570050785,100,54.21,24.57,55.4,6.93,54.21
varhaug,0,NO,1570052959,87,58.61,5.65,48.99,6.93,58.61
vega de alatorre,7,MX,1570047569,72,20.03,-96.65,82.86,3.58,20.03
veraval,20,FR,1570052948,93,49.65,0.71,46,5.82,49.65
verkhniy avzyan,100,RU,1570051602,79,53.53,57.54,35.81,4.03,53.53
verkhnyaya inta,93,RU,1570050975,79,65.99,60.32,40.71,15.3,65.99
verkhnyaya sysert,40,RU,1570051528,54,56.44,60.75,53.6,13.42,56.44
vernon,83,CA,1570051614,55,50.27,-119.27,55,3,50.27
vestmanna,0,FO,1570050798,81,62.16,-7.17,44.6,1.12,62.16
vestmannaeyjar,100,IS,1570050486,75,63.44,-20.27,46,40.18,63.44
viana,20,BR,1570050676,65,-20.39,-40.5,78.01,9.17,20.39
victoria,75,BN,1570047290,88,5.28,115.24,77,2.24,5.28
viedma,0,AR,1570050943,27,-40.81,-62.99,53.81,5.95,40.81
vieste,40,IT,1570051624,82,41.88,16.18,68,5.82,41.88
vieux-habitants,20,GP,1570051600,62,16.06,-61.77,86,8.05,16.06
vievis,90,LT,1570052894,100,54.77,24.82,55.4,6.93,54.77
vigrestad,0,NO,1570052938,87,58.57,5.7,48.99,6.93,58.57
vila,0,IT,1570047527,87,45.18,8.4,68,6.93,45.18
vila franca do campo,40,PT,1570047564,83,37.72,-25.43,73,19.46,37.72
vila velha,0,BR,1570050767,61,-3.71,-38.6,82.4,16.11,3.71
villa guerrero,41,MX,1570051586,61,21.98,-103.59,76.08,3.15,21.98
villa sandino,40,NI,1570051620,62,12.05,-84.99,87.8,4.7,12.05
villanueva,40,HN,1570050771,62,15.32,-87.99,89.6,12.75,15.32
vincennes,0,FR,1570050739,70,48.85,2.44,50,1.12,48.85
virpur,26,IN,1570051553,92,21.71,74.42,73.65,2.77,21.71
vitez,40,BA,1570047537,72,44.15,17.79,62.6,3.56,44.15
voh,93,NC,1570052828,72,-20.95,164.69,68.16,11.97,20.95
voskresenskoye,100,RU,1570047526,80,56.84,45.43,54.71,14.07,56.84
vostok,92,RU,1570050707,91,46.45,135.83,58.67,3.51,46.45
vozhega,50,RU,1570050990,95,60.47,40.21,39.07,6.49,60.47
vrangel,100,RU,1570050792,94,42.73,133.08,57.1,3.96,42.73
vryburg,0,ZA,1570047580,39,-26.96,24.73,58.81,14.07,26.96
vung tau,5,VN,1570050690,79,10.35,107.08,78.94,1.39,10.35
wabash,90,US,1570051029,69,40.8,-85.82,84,10.29,40.8
wad rawah,100,SD,1570051574,51,15.16,33.13,86.52,3.47,15.16
wahiawa,90,US,1570052794,74,21.5,-158.02,87.01,4.7,21.5
wahpeton,100,US,1570047606,70,46.27,-96.61,46.99,9.17,46.27
waingapu,25,ID,1570050729,94,-9.65,120.26,69.67,6.49,9.65
wainwright,0,CA,1570047587,54,52.84,-110.86,47.01,13,52.84
waipawa,0,NZ,1570050980,62,-39.94,176.59,46.9,11.95,39.94
waitati,100,NZ,1570051530,61,-45.75,170.57,50,23,45.75
wajir,11,KE,1570051010,49,1.75,40.07,85.17,15.14,1.75
wakkanai,0,JP,1570052866,84,45.41,141.67,65.76,15.59,45.41
walvis bay,0,NA,1570047214,82,-22.95,14.51,63,4.7,22.95
warren,90,US,1570050718,100,42.48,-83.03,61,8.05,42.48
warrnambool,16,AU,1570050744,92,-38.38,142.48,53.01,15.48,38.38
wattegama,79,LK,1570047586,95,7.35,80.68,72.78,1.03,7.35
wawa,89,NG,1570047553,91,9.9,4.41,74.92,1.1,9.9
weihai,0,CN,1570047577,75,37.5,122.11,69.65,10.04,37.5
weinan,0,CN,1570052928,73,34.5,109.46,72,6.71,34.5
weligama,6,LK,1570050733,81,5.97,80.42,80.9,12.24,5.97
wellington,67,NZ,1570050632,66,-41.29,174.78,53.01,19.46,41.29
wenling,0,CN,1570050781,63,28.38,121.38,77,2.53,28.38
westport,1,US,1570050785,74,41.14,-73.36,84.99,4.7,41.14
whitehorse,75,CA,1570050807,61,60.72,-135.06,51.01,8.05,60.72
whitianga,23,NZ,1570051557,75,-36.83,175.7,57.99,1.99,36.83
windhoek,0,NA,1570047621,9,-22.57,17.08,57.2,8.9,22.57
winslow,23,GB,1570051583,70,51.94,-0.88,46.99,9.17,51.94
witu,1,KE,1570047534,88,-2.39,40.44,77,4.88,2.39
woodward,1,US,1570052943,45,36.43,-99.39,90,17.22,36.43
worland,75,US,1570052841,86,44.02,-107.96,46,3.36,44.02
wukari,75,NG,1570050933,90,7.87,9.78,72.8,1.68,7.87
xai-xai,0,MZ,1570047620,89,-25.04,33.64,60.69,2.26,25.04
xiaoyi,62,CN,1570050698,79,37.15,111.77,53.31,3.58,37.15
xining,94,CN,1570052954,93,36.62,101.77,45.96,3.29,36.62
xinzhi,75,TW,1570051582,88,22.54,120.62,80.01,5.82,22.54
xiongzhou,0,CN,1570052958,100,32.34,118.83,72,2.24,32.34
xuanhua,7,CN,1570047604,63,40.61,115.04,62.49,2.1,40.61
xuddur,67,SO,1570052810,72,4.12,43.89,76.22,15.17,4.12
yaan,98,NG,1570051585,92,7.38,8.57,73.81,3.85,7.38
yamada,75,JP,1570052908,39,36.58,137.08,78.8,5.82,36.58
yanam,89,IN,1570051513,89,16.73,82.22,76.33,4.59,16.73
yarada,100,IN,1570051570,84,17.65,83.27,79.53,4.05,17.65
yarim,52,YE,1570047587,82,14.3,44.38,67.26,1.59,14.3
yarkovo,0,RU,1570051026,74,54.81,82.6,37.4,6.71,54.81
yarmouth,90,CA,1570050694,81,43.84,-66.12,52,13.87,43.84
yar-sale,100,RU,1570050760,93,66.83,70.83,46.34,14.12,66.83
yatou,75,CM,1570052896,100,3.63,9.81,77,2.24,3.63
yellowknife,75,CA,1570050671,57,62.45,-114.38,50,11.41,62.45
yenagoa,100,NG,1570047540,94,4.92,6.26,71.97,5.55,4.92
yenisehir,0,TR,1570052847,82,40.26,29.65,59,3.36,40.26
yeniseysk,100,RU,1570052955,88,58.45,92.17,41.23,9.48,58.45
yeppoon,47,AU,1570047306,77,-23.13,150.74,62.6,11.41,23.13
yerbogachen,99,RU,1570050978,96,61.28,108.01,29.91,9.48,61.28
yibin,100,CN,1570051028,86,28.77,104.64,70.95,2.93,28.77
yinchuan,33,CN,1570047521,49,38.48,106.21,64,1.01,38.48
yokadouma,100,CM,1570047576,98,3.52,15.05,68.62,1.19,3.52
young,93,UY,1570050710,75,-32.7,-57.63,57.99,4,32.7
ypsonas,0,CY,1570047544,73,34.69,32.96,75.2,5.82,34.69
yuanping,0,CN,1570052853,71,38.72,112.71,55.18,2.84,38.72
yulara,22,AU,1570050673,21,-25.24,130.99,69.8,3.36,25.24
yumbe,100,UG,1570050807,92,3.47,31.25,66.66,0.92,3.47
yumen,100,CN,1570050926,16,40.29,97.04,52.23,12.28,40.29
zabaykalsk,100,CN,1570047630,58,49.64,117.33,38.06,11.92,49.64
zacatelco,40,MX,1570051030,49,19.22,-98.24,73.4,13.87,19.22
zalantun,100,CN,1570052845,47,48,122.72,39.79,11.39,48
zarubino,100,RU,1570047606,98,42.65,131.06,59.35,1.86,42.65
zelenogorskiy,0,RU,1570047548,59,55.03,87,37.4,11.18,55.03
zhangjiakou,33,CN,1570050669,74,40.77,114.88,55.29,1.57,40.77
zhangye,97,CN,1570050944,38,38.94,100.46,52.39,3.49,38.94
zheshart,100,RU,1570051586,95,62.09,49.59,44.09,5.17,62.09
zhigalovo,30,RU,1570052891,90,54.81,105.15,24.47,3.15,54.81
zhigansk,63,RU,1570051519,92,66.77,123.37,20.19,5.23,66.77
zholymbet,0,KZ,1570050787,53,51.74,71.71,40.69,4.43,51.74
zhoucheng,0,CN,1570050937,100,31.35,119.33,66.2,1.7,31.35
zhuravka,0,UA,1570050978,63,48.23,37.37,54.53,6.38,48.23
zigong,100,CN,1570047583,91,29.34,104.78,69.04,3.78,29.34
ziro,6,IN,1570050763,96,27.54,93.82,53.4,2.42,27.54
zurrieq,20,MT,1570051012,83,35.83,14.47,75.99,8.05,35.83
zyryanka,100,RU,1570050714,86,65.73,150.89,26.63,15.84,65.73
